Epoch,r,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
1,0,0.48038016661588573,85.61666666666666,90.37,0.3381936394484939
2,0,0.3330348863848237,90.29666666666667,91.54,0.29932982493547877
3,0,0.3031619697300864,91.20666666666666,92.11,0.27675085763927476
4,0,0.2838601410897302,91.72,92.56,0.25931016388972095
5,0,0.2686140774679718,92.215,92.91,0.24713104953811427
6,0,0.2563966015206852,92.52166666666666,93.3,0.2358183581500676
7,0,0.2463305809938196,92.79166666666667,93.48,0.22596933652356171
8,0,0.23755371329912753,93.06333333333333,93.69,0.21754909939114836
9,0,0.2295370985036974,93.21666666666667,93.83,0.21022541027302574
10,0,0.22287954670041482,93.43166666666667,93.98,0.20404818248905385
11,0,0.21672996666544536,93.63,94.11,0.1979229374474306
12,0,0.2113849819262526,93.75333333333333,94.3,0.19246646416059154
13,0,0.20631226334474614,93.88166666666666,94.41,0.18864374727627653
14,0,0.2019152313685303,94.055,94.49,0.18426950841216713
15,0,0.19767186326830627,94.10333333333334,94.63,0.17960759973639895
16,0,0.19363089122259414,94.23666666666666,94.69,0.1761476285933594
17,0,0.18996111761881854,94.325,94.81,0.1727108350201587
18,0,0.18649530862726127,94.44166666666666,94.84,0.16924222256205265
19,0,0.18356718222842985,94.55333333333333,94.97,0.16585833539557496
20,0,0.18039841712442542,94.65666666666667,95.0,0.1635215520668941
21,0,0.17759352191679004,94.72666666666667,95.08,0.16084533266628245
22,0,0.17499572896102725,94.825,95.17,0.157528703317497
23,0,0.1724730434138447,94.87166666666667,95.27,0.1560166326891275
24,0,0.1702839943574372,94.94666666666667,95.33,0.15311152647860396
25,0,0.1677143052617497,94.99,95.41,0.15060799204963882
26,0,0.1656053495952792,95.05833333333334,95.5,0.14874659584550437
27,0,0.16354971336546356,95.14,95.54,0.14658831063195304
28,0,0.1614822751201038,95.19666666666667,95.57,0.14523147449941393
29,0,0.15959703319989987,95.29,95.66,0.143341311425635
30,0,0.15783627636269973,95.29666666666667,95.63,0.1412051069093453
31,0,0.15599094785606937,95.40166666666667,95.72,0.13963320737431764
32,0,0.15431286737140118,95.415,95.76,0.13876859113502843
33,0,0.15270767360727097,95.45166666666667,95.82,0.1361756850342462
34,0,0.1510686446358559,95.495,95.85,0.1349068719146263
35,0,0.14962475957559435,95.56333333333333,95.88,0.133282063781005
36,0,0.14820023125676968,95.58666666666667,95.89,0.13225003423252304
37,0,0.14682816811747898,95.645,95.92,0.13089249329344863
38,0,0.14535194824038666,95.70833333333333,95.91,0.1289958949853328
39,0,0.1441076251108255,95.70833333333333,96.01,0.12869120735651368
40,0,0.14277773301428887,95.77166666666666,96.04,0.1271268578845367
41,0,0.14181742341176215,95.775,96.08,0.1255866668044714
42,0,0.14037240866913217,95.82666666666667,96.08,0.12428953904053493
43,0,0.13925580364634108,95.84,96.21,0.12331204190790938
44,0,0.13801761956186467,95.86666666666666,96.15,0.12204382870239532
45,0,0.13692013872290915,95.89666666666666,96.21,0.12185060823704028
46,0,0.13592001857128796,95.90666666666667,96.23,0.12065163424689394
47,0,0.13486039612704376,95.95,96.28,0.11926544667369905
48,0,0.13375542528315712,95.99166666666666,96.34,0.1180887997823702
49,0,0.13286865897762623,96.02,96.32,0.11731511093290511
50,0,0.1319637417233289,96.03666666666666,96.46,0.11625262796967795
51,0,0.13095870242714247,96.06666666666666,96.41,0.11524406367183254
52,0,0.13006585569921206,96.09,96.5,0.11482617230107119
53,0,0.12921645209939878,96.125,96.46,0.11383180637921023
54,0,0.12824447658349838,96.16833333333334,96.48,0.11299242341748564
55,0,0.12753508350988632,96.19,96.54,0.1118803604603834
56,0,0.12657813195472778,96.22,96.53,0.11156568974760735
57,0,0.12585400842003094,96.225,96.55,0.11069287882471208
58,0,0.125081537237792,96.235,96.56,0.11002711087293258
59,0,0.12424556178245336,96.26166666666667,96.62,0.10906599305131158
60,0,0.12349778268811927,96.30166666666666,96.63,0.10851114190474248
61,0,0.12268307839315742,96.34,96.64,0.10799456938691912
62,0,0.12209938366863646,96.37,96.67,0.10671294659708336
63,0,0.12129474584378604,96.37,96.71,0.10664163233125049
64,0,0.12055771554440958,96.39166666666667,96.69,0.1055414850948153
65,0,0.11989572704203728,96.40666666666667,96.68,0.10496851776809592
66,0,0.11926396123604226,96.435,96.73,0.10453460626986329
67,0,0.11868997355664908,96.46666666666667,96.81,0.10375086867226774
68,0,0.11801005836361761,96.46166666666667,96.81,0.10296392016213649
69,0,0.11739849885190919,96.47,96.76,0.10311375802774338
70,0,0.11684194783459721,96.5,96.76,0.10164655315256707
71,0,0.11613304441723266,96.52833333333334,96.8,0.10144005361113959
72,0,0.11565161468401583,96.555,96.85,0.10090612677507292
73,0,0.11504188473763338,96.53,96.82,0.10059451660479472
74,0,0.11451546696505185,96.565,96.84,0.09966749685911379
75,0,0.11395023636686713,96.58833333333334,96.83,0.09917792302236009
76,0,0.11338602114858022,96.60166666666667,96.87,0.09848741317393293
77,0,0.11294988624707882,96.62,96.84,0.09847253948230605
78,0,0.11234103721469196,96.66333333333333,96.89,0.0979045844313564
79,0,0.11183990593523041,96.64166666666667,96.85,0.09750072476987959
80,0,0.11135302589678053,96.675,96.83,0.09686293385650037
81,0,0.11078580904668614,96.67666666666666,96.85,0.09607955932047717
82,0,0.11033762991130511,96.73333333333333,96.86,0.09571088893356834
83,0,0.10991251981183728,96.70833333333333,96.84,0.09532630110788308
84,0,0.10950063112805457,96.72,96.84,0.09501514084945628
85,0,0.10891774506059917,96.72166666666666,96.89,0.0945592808024068
