Epoch,Train_Loss,Train_Accuracy,Test_Accuracy
1,0.4489118980128628,86.385,91.39
2,0.2890783570516211,91.55,92.84
3,0.2540867900463945,92.57666666666667,93.53
4,0.23298156081931168,93.24833333333333,94.08
5,0.21785295276499506,93.66666666666667,94.41
6,0.20588077381570966,94.02833333333334,94.74
7,0.19633428917637766,94.33666666666667,94.94
8,0.1885672938277218,94.54,95.13
9,0.1816213953930305,94.80166666666666,95.24
10,0.17602308030559946,94.89666666666666,95.46
11,0.17068317192179688,95.03333333333333,95.45
12,0.166287948665366,95.175,95.66
13,0.1620298953675258,95.315,95.71
14,0.15851316292450499,95.415,95.8
15,0.15523111001689677,95.49333333333334,95.93
16,0.15212166294463472,95.54833333333333,95.88
17,0.14930630215942098,95.67,95.93
18,0.1467399141614212,95.71666666666667,95.99
19,0.14438187540657738,95.79666666666667,96.12
20,0.14206479565858016,95.825,96.11
21,0.14007220977246126,95.92666666666666,96.17
22,0.13815066875266369,95.95,96.17
23,0.13630062806557044,96.01833333333333,96.32
24,0.13450116083732863,96.03333333333333,96.28
25,0.13291836516864136,96.10833333333333,96.36
26,0.13132755841011368,96.155,96.36
27,0.12999853734641886,96.195,96.44
28,0.12868599294583555,96.25833333333334,96.52
29,0.12738643547714645,96.25833333333334,96.56
30,0.126091046268736,96.305,96.58
31,0.12480429947467596,96.365,96.64
32,0.12382948019210177,96.35,96.71
33,0.12263771848900042,96.39666666666666,96.71
34,0.12158881624076348,96.45333333333333,96.74
35,0.12051115930676143,96.455,96.67
36,0.11963432336222134,96.49166666666666,96.76
37,0.11870841942092122,96.51333333333334,96.8
38,0.11807615441907603,96.535,96.79
39,0.11696270050238698,96.58,96.82
40,0.11621294641640903,96.59333333333333,96.86
41,0.11535242798803712,96.65333333333334,96.88
42,0.11457611699161657,96.63666666666667,96.88
43,0.11386955527068456,96.68166666666667,96.9
44,0.11314884211911734,96.69833333333334,96.98
45,0.11249482667228497,96.72333333333333,97.02
46,0.11182506594544789,96.72,96.95
47,0.11112763153027687,96.74666666666667,97.0
48,0.1105121897616938,96.775,96.97
49,0.10995311352775804,96.79833333333333,96.92
50,0.10928340188797507,96.80333333333333,96.98
51,0.10875399164092947,96.79166666666667,97.0
52,0.10806919680709746,96.82833333333333,97.04
53,0.10758035188155578,96.83166666666666,97.01
54,0.10709202237256459,96.875,97.02
55,0.10657288962458847,96.88333333333334,97.06
56,0.10600140963150843,96.89166666666667,97.06
57,0.10551446631376042,96.91833333333334,97.08
58,0.10504474930330189,96.905,97.06
59,0.10465483611691863,96.93,97.18
60,0.10414300864435304,96.93833333333333,97.07
61,0.10366810662453489,96.95,97.14
62,0.10317220979892432,97.0,97.13
63,0.10278975847425428,96.98833333333333,97.17
64,0.10240491709685814,97.01833333333333,97.12
65,0.10192861701689486,97.02166666666666,97.15
66,0.10166328195740641,97.02666666666667,97.14
67,0.10116564568632574,97.05333333333333,97.17
68,0.10073181356428497,97.04,97.16
69,0.10034072904218076,97.06,97.22
70,0.10014985903982383,97.085,97.23
71,0.09969581286214403,97.10666666666667,97.2
72,0.0993564990289541,97.1,97.26
73,0.09897309078423898,97.11666666666666,97.24
74,0.0985064637501722,97.13166666666666,97.29
75,0.0983804705550771,97.13833333333334,97.31
76,0.09782124344191985,97.12666666666667,97.32
77,0.09762370169484444,97.16166666666666,97.31
78,0.09728969345047975,97.16333333333333,97.28
79,0.09694197817620184,97.14833333333333,97.34
80,0.0967371807650113,97.18166666666667,97.32
81,0.09638299046159744,97.18166666666667,97.38
82,0.09611623061062304,97.19833333333334,97.36
83,0.09580158177060263,97.19333333333333,97.39
84,0.09541769405858698,97.21333333333334,97.4
85,0.09513721322771837,97.21,97.4
86,0.0948782484622986,97.25166666666667,97.41
87,0.09459762847217829,97.255,97.45
88,0.09426368385362727,97.24,97.44
89,0.09410856298999047,97.255,97.47
90,0.09361030064177697,97.28166666666667,97.47
91,0.09348156023770571,97.275,97.41
92,0.09316205440946956,97.30166666666666,97.53
93,0.09306990958825707,97.29666666666667,97.47
94,0.0927589788699328,97.315,97.46
95,0.09265895530200208,97.29333333333334,97.51
96,0.09224873312961446,97.33666666666667,97.58
97,0.09207226425957388,97.31666666666666,97.57
98,0.09186433832238573,97.35,97.61
99,0.09155929523176634,97.33166666666666,97.55
100,0.09128315910708898,97.355,97.57
