Epoch,r,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
47,0.25,0.9450290799903138,73.514,58.52,1.544130027294159
48,0.25,0.9334039808539174,73.806,58.1,1.5494122015442817
49,0.25,0.9208885076100869,74.354,58.79,1.546152695728715
50,0.25,0.9055836212909435,74.78,58.65,1.5357172549909848
51,0.25,0.8955313567157901,74.802,58.61,1.5517176351729471
52,0.25,0.8802183326095572,75.51,58.92,1.5354675772083792
53,0.25,0.8722969706710952,75.462,58.38,1.5376676841146628
54,0.25,0.857666596808397,76.202,59.38,1.53265296577648
55,0.25,0.844989296534787,76.414,58.73,1.5358605350658392
56,0.25,0.8332006648525863,76.794,58.57,1.5419257510999205
57,0.25,0.8234154204730793,77.046,58.98,1.5260348578167569
58,0.25,0.8112321768117987,77.45,58.71,1.5257017866821045
59,0.25,0.7957203252160031,77.946,58.77,1.5382895367160725
60,0.25,0.7901364630445495,78.128,59.31,1.5261603126859968
61,0.25,0.7768954695261958,78.532,59.21,1.532543442431529
62,0.25,0.7648206260579321,78.822,59.62,1.5259812876677057
63,0.25,0.7581250959878687,79.062,58.95,1.535366491147667
64,0.25,0.7443298617058702,79.288,59.8,1.5305247413125007
65,0.25,0.7358982422772575,79.75,59.2,1.5345448695929946
66,0.25,0.730711706268513,79.718,59.65,1.5254986107729043
67,0.25,0.7182022769890173,80.186,59.58,1.5286784525130206
68,0.25,0.7112260021059714,80.26,59.83,1.5259248496620519
69,0.25,0.6978218490281678,80.622,59.59,1.5336803402870325
70,0.25,0.6906923918849062,80.956,60.02,1.5303260987731302
71,0.25,0.680914588215406,81.086,59.8,1.5372304028006876
72,0.25,0.6655288579518838,81.828,59.45,1.545563882323587
73,0.25,0.6627432126599504,81.916,59.65,1.5389314533039262
74,0.25,0.650147952577647,82.224,59.97,1.5289712571034766
75,0.25,0.6465216041221034,82.212,59.74,1.5335370157934298
76,0.25,0.6373968826764075,82.556,59.83,1.5285677518814234
77,0.25,0.6260394843490532,82.884,59.66,1.5398271193929538
78,0.25,0.6177330089118475,83.336,60.1,1.5346748980746907
79,0.25,0.6067943169409052,83.506,60.14,1.535859110249076
80,0.25,0.6018588020063728,83.774,59.93,1.5388252997094658
81,0.25,0.5935486497933907,84.11,59.85,1.5436779260635376
82,0.25,0.5833910151439554,84.322,59.6,1.5463987649626034
83,0.25,0.5781941118523898,84.428,60.15,1.5526156296395952
84,0.25,0.5758046029550036,84.262,59.92,1.5413964504648925
85,0.25,0.5630920884554343,84.86,59.94,1.5508528655501688
86,0.25,0.5565447045866486,85.02,59.76,1.5522597944660552
87,0.25,0.5481198657580348,85.114,60.42,1.546199137617828
88,0.25,0.540346897052377,85.6,59.9,1.550568500521836
89,0.25,0.5374359232004341,85.568,60.33,1.5478111923120583
90,0.25,0.5258772776788457,86.088,60.06,1.562999424661041
91,0.25,0.5166375573410098,86.328,59.94,1.5550816218564465
92,0.25,0.5150241681834316,86.162,60.04,1.560489306024685
93,0.25,0.5035823938791709,86.736,60.06,1.5601704990028575
94,0.25,0.4999806782435578,86.926,60.08,1.55879670533405
95,0.25,0.49353627142165324,87.042,60.41,1.5627011501105728
96,0.25,0.48432074948345,87.162,59.97,1.5650841700043647
97,0.25,0.4780918285060112,87.544,60.02,1.5616646929151694
98,0.25,0.4712893629203672,87.652,60.49,1.5610220215882464
99,0.25,0.4666242962488738,87.84,60.0,1.5738377092750209
100,0.25,0.4589568423416913,88.034,60.36,1.5695852648680377
1,0.5,3.5146483118881653,16.622,24.18,3.066589112494402
