Epoch,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
1,0.8511762223772402,76.19333333333333,85.23,0.5058179568902702
2,0.47317350377787404,86.10333333333334,87.51,0.4237654688441829
3,0.420350252184024,87.49833333333333,88.52,0.38606446509243575
4,0.39160539624469876,88.23666666666666,89.17,0.3650599100217698
5,0.3710118225261347,88.86833333333334,89.67,0.34641216135328745
6,0.35495360665070985,89.32,90.1,0.3311411334783029
7,0.3417277730810744,89.63,90.32,0.3198298570480506
8,0.33025580191059406,89.995,90.67,0.30904568500437174
9,0.3203271913534797,90.22166666666666,90.95,0.30130755335424736
10,0.3111610637544823,90.58333333333333,91.3,0.29165027551590256
11,0.30276603306502675,90.75333333333333,91.3,0.28384719119899593
12,0.29462237216071535,91.06,91.72,0.27523478257001205
13,0.28717018771908687,91.25333333333333,91.9,0.2675647307661878
14,0.280021880179453,91.51166666666667,92.12,0.26128747733013263
15,0.2734487936822082,91.66333333333333,92.32,0.25542085526428027
16,0.26710213128246985,91.865,92.52,0.2507942057790081
17,0.2611379531670862,92.045,92.67,0.2457736549412559
18,0.25533361420797895,92.27,92.85,0.23996838857864689
19,0.2500377236319376,92.43,93.04,0.2336622637690632
20,0.24476784973669408,92.56166666666667,93.3,0.22881268032464633
21,0.2399104004348519,92.73333333333333,93.21,0.22407630304242396
22,0.23507045152217848,92.82166666666667,93.34,0.21936676778184
23,0.2305074205705479,92.99,93.45,0.21474202749004978
24,0.22627773827740125,93.125,93.56,0.21039182715307755
25,0.22194524225332082,93.26833333333333,93.71,0.20806003441429063
26,0.2179463185441456,93.42,93.97,0.20328728877197785
27,0.2141028542889715,93.49,93.99,0.19986669066700208
28,0.21041740891712307,93.63,94.05,0.19516467529639697
29,0.20687955245772785,93.74833333333333,94.16,0.1928503496133408
30,0.20345750899473106,93.82833333333333,94.19,0.1897527703505223
31,0.20018155632147402,93.91166666666666,94.24,0.18619412816705028
32,0.19717556306484665,94.04,94.43,0.18325208321474729
33,0.19427987093975677,94.11333333333333,94.45,0.18025895293541017
34,0.19113183951477952,94.20166666666667,94.52,0.17908692028919224
35,0.1883294108365454,94.26333333333334,94.58,0.1757600271279455
36,0.18587585393267908,94.39166666666667,94.67,0.1729759375511366
37,0.18324783596514002,94.43833333333333,94.76,0.16996421386149657
38,0.18069301372262905,94.56666666666666,94.8,0.16758985137033044
39,0.17837872237229208,94.60333333333334,94.93,0.16533304575035812
40,0.175951965741003,94.64666666666666,95.04,0.1630094534729364
41,0.1736037552213745,94.715,95.1,0.1607592788341034
42,0.17163404205174587,94.80333333333333,95.1,0.158049418516813
43,0.16963237003762838,94.875,95.2,0.1563045762651333
44,0.16743231082418517,94.93833333333333,95.28,0.15568091735765813
45,0.1653940718549528,94.98333333333333,95.32,0.15272494688464008
46,0.1634804557468782,95.07166666666667,95.4,0.15162569740905787
47,0.1616290307907598,95.10833333333333,95.35,0.15051021089385838
48,0.1598348567353637,95.18166666666667,95.44,0.147238598317857
49,0.15809843572837584,95.22,95.55,0.1459480772020331
50,0.15648343188684188,95.25666666666666,95.47,0.14437489746921475
51,0.1548744032540714,95.33166666666666,95.54,0.1423776224196242
52,0.15315566152961715,95.37333333333333,95.67,0.1416008043826623
53,0.15183417696847337,95.42666666666666,95.72,0.1393668944621162
54,0.15017911255844177,95.44833333333334,95.79,0.13827728039353707
55,0.14859650473096478,95.49333333333334,95.82,0.13649112582028766
56,0.1472059433072456,95.54666666666667,95.84,0.13521959349085952
57,0.14586028782352964,95.57333333333334,95.8,0.13450980766314516
58,0.14425851179481441,95.62,95.94,0.13300350523749543
59,0.142956495294963,95.65666666666667,96.02,0.13137176416363497
60,0.14164220764915317,95.73333333333333,96.07,0.13013148300385305
61,0.14036545870916994,95.72833333333334,96.03,0.12929004939735694
62,0.13921777314460798,95.805,96.08,0.1274114862398784
63,0.13791316534692385,95.82166666666667,96.12,0.12635357323203497
64,0.13676065795901995,95.89666666666666,96.07,0.1254842175900414
65,0.13558776094429276,95.9,96.19,0.12437856322225586
66,0.13461671262455266,95.91833333333334,96.25,0.12295575660896624
67,0.1334948986311997,95.95166666666667,96.18,0.12259780006649293
68,0.1323089496210726,95.99,96.31,0.12120579308563262
69,0.13136459980159998,96.07833333333333,96.3,0.12037406122656005
70,0.13055358574127973,96.09166666666667,96.33,0.12003128105999937
71,0.12931741524869,96.12666666666667,96.4,0.11853926929283388
72,0.12828813083986165,96.155,96.36,0.11756175539936799
73,0.1273745754137953,96.19666666666667,96.48,0.11671441349283952
74,0.12661468072820192,96.155,96.49,0.1155560117253476
75,0.12553117197376293,96.25666666666666,96.5,0.11515992486873156
76,0.12474532938326027,96.245,96.4,0.11391433927521205
77,0.12381807791351128,96.3,96.5,0.11305776412248801
78,0.12299455118292113,96.305,96.56,0.11202935913020069
79,0.12223717582219445,96.34666666666666,96.56,0.1121624013079793
80,0.12136835924018102,96.345,96.51,0.11083240771464481
81,0.12044905405590879,96.365,96.6,0.11065146896934766
82,0.11983868355122107,96.425,96.62,0.10982533214631592
83,0.1191086751450576,96.42,96.66,0.10831598127646383
84,0.11830230542063427,96.475,96.59,0.1081006312950449
85,0.11761870100470717,96.49833333333333,96.65,0.10788710201811638
86,0.11687614523501856,96.515,96.66,0.10640262051449886
87,0.11620355711511171,96.52666666666667,96.74,0.10637688454222764
88,0.11547364768133297,96.53833333333333,96.72,0.10514236848125127
89,0.11482248301389439,96.59,96.69,0.1054315824850587
90,0.11417161009665619,96.59,96.76,0.10383189115880924
91,0.11356302829427538,96.62,96.71,0.10359667464467892
92,0.11292078561866398,96.59833333333333,96.8,0.10282135577457156
93,0.11233419442930614,96.61166666666666,96.8,0.10276048039353103
94,0.11169823413806111,96.67666666666666,96.76,0.10194082856830802
95,0.11107061389408736,96.68,96.89,0.10089746550923795
96,0.11042521917112251,96.73,96.88,0.10073083632916308
97,0.11007067108495054,96.71,96.86,0.10019993556331203
98,0.10932146747912298,96.735,96.84,0.09987511737331463
99,0.10883734712222301,96.75,96.89,0.09926148439656682
100,0.1083440338599005,96.775,96.88,0.09851950250127038
