Epoch,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
1,0.7147051562219541,81.66333333333333,87.87,0.42656114986937516
2,0.4114215024022151,87.92166666666667,89.5,0.36566745912193493
3,0.36866515017013307,89.09,90.23,0.3355795792808199
4,0.3427290955443245,89.835,90.82,0.3134360595185096
5,0.3234735155251743,90.43166666666667,91.25,0.2982301109583135
6,0.30789183007120324,90.95333333333333,91.76,0.2828962162469223
7,0.29488980754224986,91.275,92.0,0.27150105473223574
8,0.2829045711248033,91.595,92.33,0.2605814866033519
9,0.2728606317160544,91.94666666666667,92.74,0.2502716269676283
10,0.262995833924203,92.25166666666667,92.96,0.24133063859312207
11,0.2542301033581816,92.48666666666666,93.18,0.23333128761784855
12,0.24624258605465452,92.76833333333333,93.31,0.2275383543626518
13,0.23882779384504504,92.995,93.61,0.21930346753044871
14,0.23174708188056692,93.16166666666666,93.72,0.21215754162496442
15,0.22524322595582333,93.37833333333333,93.94,0.20504387198787205
16,0.21901334377367104,93.51333333333334,94.1,0.2000041111449527
17,0.21345515447909008,93.68333333333334,94.19,0.19411110508427687
18,0.20784473085184213,93.86166666666666,94.39,0.19027227841044783
19,0.20273728822784892,94.01666666666667,94.46,0.18580804312910149
20,0.1980353229280029,94.14666666666666,94.57,0.18117978928646275
21,0.19336835883939063,94.275,94.75,0.17715257411573532
22,0.18907394690284215,94.43166666666667,94.9,0.17295192920003727
23,0.18511054461508164,94.50666666666666,94.96,0.16840143537053923
24,0.18113984805601302,94.63333333333334,95.04,0.16465781006226493
25,0.177475475013129,94.75833333333334,95.06,0.16312660544125993
26,0.17401166311276556,94.86166666666666,95.2,0.15883963294089978
27,0.170716419474466,94.96333333333334,95.34,0.15479564970762583
28,0.16764895425541504,95.06,95.42,0.15218243417092805
29,0.1645621124273742,95.14333333333333,95.4,0.1500013445275628
30,0.16186325997114182,95.235,95.46,0.14681039923938455
31,0.1592633922074014,95.335,95.51,0.14539213059914957
32,0.15660808866879325,95.4,95.58,0.14262151692780387
33,0.15429118171985598,95.46333333333334,95.58,0.13979425229529618
34,0.15186910118971234,95.49666666666667,95.75,0.1374656505138275
35,0.14967966597995905,95.605,95.88,0.13533099720723168
36,0.14745341844038604,95.65166666666667,95.9,0.13398129399569267
37,0.14551497966265564,95.70333333333333,95.97,0.13216933472805723
38,0.14355834301259282,95.74166666666666,96.0,0.12950516182626745
39,0.14164151867498148,95.82333333333334,96.08,0.12858380429345853
40,0.13967754740093244,95.83666666666667,96.0,0.12677524983141406
41,0.13807267793563446,95.92,96.18,0.12440718318466215
42,0.1364061946430599,95.95833333333333,96.23,0.1229012552559803
43,0.13484207722844918,96.02,96.29,0.12211265977305971
44,0.13335254516647155,96.05166666666666,96.33,0.11988838765010902
45,0.13174254166832103,96.10333333333334,96.28,0.11892702631581172
46,0.1301989305887554,96.135,96.36,0.11788579471969894
47,0.1290045155674966,96.20333333333333,96.41,0.11669487088390738
48,0.12755149655314144,96.24166666666666,96.41,0.11542981779380779
49,0.12624638047077255,96.23833333333333,96.44,0.11404100003812438
50,0.12494395768393014,96.295,96.43,0.11344353503037458
51,0.12388828936229541,96.38,96.47,0.11161108557312827
52,0.12259761732556164,96.36666666666666,96.55,0.11098498561208961
53,0.12140852048584043,96.41166666666666,96.55,0.11010514028225046
54,0.1203718748785603,96.44,96.57,0.10882195961145553
55,0.11931283118675894,96.46333333333334,96.69,0.10807506423102467
56,0.11838005906713606,96.52,96.62,0.10759935602412268
57,0.11721800507377905,96.54333333333334,96.68,0.10556175770938017
58,0.11617620894486812,96.56666666666666,96.69,0.10596178712584316
59,0.115396059872801,96.58333333333333,96.72,0.10403506935405052
60,0.11441351776358796,96.62166666666667,96.7,0.10372145191816744
61,0.1134099564683844,96.67166666666667,96.8,0.10265692987829257
62,0.11254464582041669,96.705,96.76,0.10185933252574081
63,0.1118194110302338,96.67333333333333,96.7,0.10175755733526223
64,0.11098492298839188,96.72333333333333,96.78,0.10054714041079875
65,0.10998082106043376,96.75666666666666,96.8,0.0997486854866325
66,0.10925116429506525,96.77,96.78,0.09939249756502783
67,0.10844969347333794,96.80666666666667,96.82,0.0986180010119714
68,0.10767517834584088,96.80666666666667,96.82,0.09814611848615774
69,0.10703940262525544,96.84166666666667,96.82,0.09756059846306919
70,0.1063472127446583,96.85166666666667,96.89,0.09684411558592514
71,0.10551840654397601,96.88,96.97,0.09613502801212061
72,0.10486955665993189,96.91666666666667,96.91,0.09596999038372687
73,0.10422290781580372,96.91833333333334,96.93,0.09479753577497425
74,0.1035544925254148,96.92833333333333,96.98,0.09411585622817088
75,0.10296843465624143,96.96,96.96,0.09370463692055196
76,0.10225861629089916,97.01666666666667,96.99,0.0931154515647632
77,0.10182359408754021,96.99666666666667,97.01,0.09247060281678346
78,0.10096567448601922,96.99833333333333,97.03,0.09205825946806888
79,0.10034737600855577,97.05,96.98,0.0932406942437219
80,0.09987017741875608,97.04,96.99,0.09185184996833158
81,0.09925997711376532,97.06166666666667,97.04,0.09192292634649855
82,0.09862519119943637,97.07166666666667,97.06,0.0906851707963617
83,0.09808954127581675,97.08333333333333,97.08,0.0900679491719848
84,0.09758160112183421,97.10833333333333,97.07,0.08950788370677668
85,0.09706328379443047,97.11833333333334,97.1,0.08987005276213976
86,0.09663571307618322,97.11,97.17,0.08885499900636992
87,0.09599708344366377,97.16666666666667,97.16,0.08906066228241132
88,0.09561451769142008,97.16333333333333,97.16,0.0881530695059485
89,0.09495835912836863,97.185,97.16,0.08781104832279621
