Epoch,Train_Loss,Train_Accuracy,Test_Accuracy,Test_Loss
90,0.1327244624463734,96.06666666666666,96.27,0.1201909229894922
91,0.13214052662745848,96.075,96.25,0.11925010395438002
92,0.13149314992296607,96.08166666666666,96.36,0.11832536407598075
93,0.1308929905621037,96.11833333333334,96.35,0.1182654886432348
94,0.13039458774304244,96.11,96.36,0.11754341107632989
95,0.12986762669167792,96.12666666666667,96.36,0.11679500877370785
96,0.1292493606943375,96.15666666666667,96.42,0.11668370729075021
97,0.12873588675664846,96.12666666666667,96.38,0.11574837069655917
98,0.12813655978866986,96.14833333333333,96.34,0.11616160533580763
99,0.12763068074189715,96.19,96.48,0.11498149139599008
100,0.12707664758793072,96.225,96.38,0.11475998304997849
